Time (min),Volume of Mixture (ml),Viable Cells (10^6 cells/ml),mAb Concentration (mg/l),Glucose Concentration (g/l),Lactate Concentration (g/l),Viability (%)
2404,5650,2.38301133115,41.083068272,4.84316707324,0.86525419133,98.6916076962
2405,5650,2.38402994928,41.1118772107,4.84239955896,0.86567132388,98.6914568846
2406,5650,2.38504880125,41.1406984625,4.84163181487,0.866088504549,98.6913060288
2407,5650,2.38606788695,41.1695320303,4.84086384101,0.866505733243,98.6911551287
2408,5650,2.38708720627,41.1983779168,4.8400956374,0.866923009869,98.6910041844
2409,5650,2.38810675908,41.227236125,4.83932720407,0.867340334333,98.6908531957
2410,5650,2.38912654529,41.2561066577,4.83855854105,0.867757706542,98.6907021627
2411,5650,2.39014656478,41.2849895176,4.83778964837,0.868175126403,98.6905510854
2412,5650,2.39116681742,41.3138847076,4.83702052606,0.868592593821,98.6903999636
2413,5650,2.39218730312,41.3427922304,4.83625117414,0.869010108704,98.6902487975
2414,5650,2.39320802175,41.371712089,4.83548159265,0.869427670958,98.6900975868
2415,5650,2.3942289732,41.4006442862,4.83471178161,0.869845280488,98.6899463317
2416,5650,2.39525015735,41.4295888246,4.83394174106,0.870262937201,98.6897950321
2417,5650,2.3962715741,41.4585457073,4.83317147102,0.870680641003,98.689643688
2418,5650,2.39729322332,41.4875149369,4.83240097152,0.8710983918,98.6894922993
2419,5650,2.3983151049,41.5164965162,4.8316302426,0.871516189498,98.689340866
2420,5650,2.39933721873,41.5454904482,4.83085928428,0.871934034003,98.6891893881
2421,5650,2.4003595647,41.5744967355,4.83008809658,0.87235192522,98.6890378655
2422,5650,2.40138214267,41.6035153811,4.82931667955,0.872769863056,98.6888862983
2423,5650,2.40240495256,41.6325463876,4.82854503321,0.873187847415,98.6887346863
2424,5650,2.40342799422,41.661589758,4.8277731576,0.873605878204,98.6885830297
2425,5650,2.40445126756,41.6906454949,4.82700105273,0.874023955328,98.6884313282
2426,5650,2.40547477245,41.7197136012,4.82622871864,0.874442078693,98.688279582
2427,5650,2.40649850878,41.7487940798,4.82545615537,0.874860248203,98.688127791
2428,5650,2.40752247644,41.7778869333,4.82468336293,0.875278463765,98.6879759551
2429,5650,2.4085466753,41.8069921647,4.82391034137,0.875696725283,98.6878240744
2430,5650,2.40957110525,41.8361097766,4.82313709071,0.876115032663,98.6876721488
2431,5650,2.41059576618,41.8652397719,4.82236361098,0.876533385809,98.6875201782
2432,5650,2.41162065796,41.8943821533,4.82158990222,0.876951784628,98.6873681627
2433,5650,2.41264578049,41.9235369237,4.82081596444,0.877370229023,98.6872161022
2434,5650,2.41367113364,41.9527040859,4.8200417977,0.877788718899,98.6870639967
2435,5650,2.41469671729,41.9818836426,4.81926740201,0.878207254163,98.6869118461
2436,5650,2.41572253134,42.0110755966,4.8184927774,0.878625834717,98.6867596505
2437,5650,2.41674857566,42.0402799507,4.81771792391,0.879044460467,98.6866074098
2438,5650,2.41777485014,42.0694967077,4.81694284157,0.879463131318,98.686455124
2439,5650,2.41880135465,42.0987258704,4.81616753041,0.879881847174,98.686302793
2440,5650,2.41982808908,42.1279674415,4.81539199046,0.88030060794,98.6861504169
2441,5650,2.42085505332,42.1572214238,4.81461622175,0.88071941352,98.6859979955
2442,5650,2.42188224724,42.1864878201,4.81384022432,0.881138263818,98.6858455289
2443,5650,2.42290967073,42.2157666332,4.81306399819,0.881557158739,98.6856930171
2444,5650,2.42393732367,42.2450578659,4.81228754339,0.881976098187,98.6855404599
2445,5650,2.42496520594,42.2743615209,4.81151085996,0.882395082066,98.6853878575
2446,5650,2.42599331741,42.3036776009,4.81073394793,0.88281411028,98.6852352097
2447,5650,2.42702165799,42.3330061089,4.80995680734,0.883233182733,98.6850825165
2448,5650,2.42805022753,42.3623470474,4.8091794382,0.883652299329,98.684929778
2449,5650,2.42907902594,42.3917004194,4.80840184056,0.884071459973,98.684776994
2450,5650,2.43010805307,42.4210662275,4.80762401445,0.884490664567,98.6846241645
2451,5650,2.43113730883,42.4504444746,4.8068459599,0.884909913016,98.6844712896
2452,5650,2.43216679308,42.4798351633,4.80606767693,0.885329205223,98.6843183691
2453,5650,2.43319650572,42.5092382965,4.8052891656,0.885748541092,98.6841654031
2454,5650,2.43422644661,42.5386538769,4.80451042591,0.886167920527,98.6840123916
2455,5650,2.43525661564,42.5680819073,4.80373145792,0.88658734343,98.6838593344
2456,5650,2.43628701269,42.5975223904,4.80295226164,0.887006809706,98.6837062317
2457,5650,2.43731763764,42.626975329,4.80217283712,0.887426319257,98.6835530832
2458,5650,2.43834849037,42.6564407258,4.80139318439,0.887845871987,98.6833998891
2459,5650,2.43937957076,42.6859185836,4.80061330347,0.8882654678,98.6832466493
2460,5650,2.44041087869,42.7154089051,4.7998331944,0.888685106597,98.6830933638
2461,5650,2.44144241403,42.7449116932,4.79905285722,0.889104788283,98.6829400325
2462,5650,2.44247417667,42.7744269504,4.79827229196,0.889524512761,98.6827866554
2463,5650,2.44350616649,42.8039546797,4.79749149864,0.889944279932,98.6826332325
2464,5650,2.44453838337,42.8334948836,4.79671047731,0.890364089701,98.6824797637
2465,5650,2.44557082718,42.8630475651,4.795929228,0.89078394197,98.6823262491
2466,5650,2.4466034978,42.8926127267,4.79514775074,0.891203836641,98.6821726886
2467,5650,2.44763639512,42.9221903713,4.79436604556,0.891623773618,98.6820190821
2468,5650,2.44866951901,42.9517805016,4.79358411249,0.892043752803,98.6818654297
2469,5650,2.44970286934,42.9813831204,4.79280195158,0.892463774098,98.6817117313
2470,5650,2.450736446,43.0109982303,4.79201956285,0.892883837406,98.6815579869
2471,5650,2.45177024887,43.0406258341,4.79123694634,0.89330394263,98.6814041965
2472,5650,2.45280427782,43.0702659345,4.79045410208,0.893724089671,98.68125036
2473,5650,2.45383853273,43.0999185343,4.78967103011,0.894144278432,98.6810964774
2474,5650,2.45487301348,43.1295836362,4.78888773045,0.894564508815,98.6809425486
2475,5650,2.45590771995,43.1592612429,4.78810420315,0.894984780723,98.6807885737
2476,5650,2.45694265201,43.1889513572,4.78732044824,0.895405094057,98.6806345527
2477,5650,2.45797780954,43.2186539817,4.78653646575,0.895825448719,98.6804804854
2478,5650,2.45901319241,43.2483691193,4.78575225571,0.896245844612,98.6803263719
2479,5650,2.46004880052,43.2780967726,4.78496781817,0.896666281636,98.6801722122
2480,5650,2.46108463372,43.3078369443,4.78418315315,0.897086759695,98.6800180061
2481,5650,2.4621206919,43.3375896372,4.78339826068,0.897507278689,98.6798637538
2482,5650,2.46315697494,43.367354854,4.78261314082,0.897927838521,98.6797094551
2483,5650,2.46419348271,43.3971325974,4.78182779358,0.898348439092,98.67955511
2484,5650,2.46523021509,43.4269228701,4.781042219,0.898769080303,98.6794007185
2485,5650,2.46626717195,43.4567256748,4.78025641712,0.899189762056,98.6792462806
2486,5650,2.46730435317,43.4865410143,4.77947038798,0.899610484252,98.6790917963
2487,5650,2.46834175863,43.5163688912,4.7786841316,0.900031246793,98.6789372654
2488,5650,2.46937938819,43.5462093083,4.77789764803,0.90045204958,98.6787826881
2489,5650,2.47041724175,43.5760622683,4.7771109373,0.900872892514,98.6786280642
2490,5650,2.47145531917,43.6059277739,4.77632399944,0.901293775497,98.6784733937
2491,5650,2.47249362032,43.6358058277,4.77553683449,0.901714698428,98.6783186767
2492,5650,2.47353214509,43.6656964326,4.77474944248,0.90213566121,98.678163913
2493,5650,2.47457089335,43.6955995911,4.77396182345,0.902556663744,98.6780091027
2494,5650,2.47560986497,43.725515306,4.77317397744,0.902977705929,98.6778542457
2495,5650,2.47664905982,43.75544358,4.77238590448,0.903398787667,98.677699342
2496,5650,2.47768847779,43.7853844158,4.7715976046,0.903819908859,98.6775443916
2497,5650,2.47872811875,43.8153378161,4.77080907785,0.904241069406,98.6773893944
2498,5650,2.47976798257,43.8453037836,4.77002032426,0.904662269207,98.6772343505
2499,5650,2.48080806912,43.8752823209,4.76923134386,0.905083508164,98.6770792597
2500,5650,2.48184837828,43.9052734308,4.76844213669,0.905504786177,98.6769241221
2501,5650,2.48288890993,43.9352771159,4.76765270279,0.905926103146,98.6767689376
2502,5650,2.48392966393,43.965293379,4.7668630422,0.906347458972,98.6766137062
2503,5650,2.48497064017,43.9953222227,4.76607315494,0.906768853555,98.6764584279
2504,5650,2.48601183851,44.0253636497,4.76528304105,0.907190286795,98.6763031026
2505,5650,2.48705325882,44.0554176628,4.76449270058,0.907611758592,98.6761477304
2506,5650,2.48809490099,44.0854842645,4.76370213356,0.908033268847,98.6759923111
2507,5650,2.48913676488,44.1155634575,4.76291134003,0.908454817459,98.6758368448
2508,5650,2.49017885037,44.1456552446,4.76212032001,0.908876404329,98.6756813315
2509,5650,2.49122115733,44.1757596284,4.76132907356,0.909298029356,98.6755257711
2510,5650,2.49226368564,44.2058766116,4.7605376007,0.90971969244,98.6753701635
2511,5650,2.49330643515,44.2360061969,4.75974590147,0.910141393481,98.6752145088
2512,5650,2.49434940576,44.2661483869,4.75895397591,0.910563132378,98.6750588069
2513,5650,2.49539259733,44.2963031843,4.75816182406,0.910984909032,98.6749030579
2514,5650,2.49643600973,44.3264705918,4.75736944596,0.911406723341,98.6747472616
2515,5650,2.49747964283,44.3566506121,4.75657684163,0.911828575205,98.674591418
2516,5650,2.49852349651,44.3868432477,4.75578401113,0.912250464524,98.6744355272
2517,5650,2.49956757064,44.4170485015,4.75499095448,0.912672391197,98.6742795891
2518,5650,2.50061186509,44.447266376,4.75419767172,0.913094355124,98.6741236036
2519,5650,2.50165637972,44.4774968739,4.7534041629,0.913516356202,98.6739675707
2520,5650,2.50270111443,44.5077399979,4.75261042804,0.913938394333,98.6738114905
2521,5650,2.50374606906,44.5379957505,4.75181646719,0.914360469414,98.6736553628
2522,5650,2.5047912435,44.5682641346,4.75102228039,0.914782581345,98.6734991877
2523,5650,2.50583663762,44.5985451527,4.75022786766,0.915204730024,98.6733429652
2524,5650,2.50688225128,44.6288388076,4.74943322906,0.915626915351,98.6731866951
2525,5650,2.50792808436,44.6591451017,4.74863836462,0.916049137225,98.6730303775
2526,5650,2.50897413672,44.6894640379,4.74784327437,0.916471395544,98.6728740123
2527,5650,2.51002040825,44.7197956187,4.74704795836,0.916893690207,98.6727175996
2528,5650,2.5110668988,44.7501398468,4.74625241663,0.917316021113,98.6725611392
2529,5650,2.51211360825,44.7804967248,4.7454566492,0.91773838816,98.6724046312
2530,5650,2.51316053647,44.8108662555,4.74466065613,0.918160791246,98.6722480755
2531,5650,2.51420768333,44.8412484413,4.74386443744,0.918583230271,98.6720914722
2532,5650,2.5152550487,44.8716432851,4.74306799318,0.919005705133,98.6719348211
2533,5650,2.51630263244,44.9020507893,4.74227132339,0.919428215729,98.6717781222
2534,5650,2.51735043443,44.9324709567,4.7414744281,0.919850761958,98.6716213756
2535,5650,2.51839845454,44.9629037899,4.74067730736,0.920273343719,98.6714645812
2536,5650,2.51944669263,44.9933492915,4.7398799612,0.920695960909,98.671307739
2537,5650,2.52049514858,45.0238074642,4.73908238967,0.921118613427,98.6711508489
2538,5650,2.52154382225,45.0542783106,4.73828459279,0.92154130117,98.6709939109
2539,5650,2.52259271351,45.0847618333,4.73748657061,0.921964024036,98.670836925
2540,5650,2.52364182223,45.1152580349,4.73668832318,0.922386781924,98.6706798911
2541,5650,2.52469114828,45.1457669181,4.73588985052,0.922809574731,98.6705228093
2542,5650,2.52574069153,45.1762884855,4.73509115269,0.923232402355,98.6703656795
2543,5650,2.52679045185,45.2068227398,4.73429222971,0.923655264694,98.6702085016
2544,5650,2.5278404291,45.2373696835,4.73349308163,0.924078161645,98.6700512758
2545,5650,2.52889062315,45.2679293193,4.73269370848,0.924501093105,98.6698940018
2546,5650,2.52994103387,45.2985016497,4.73189411032,0.924924058973,98.6697366797
2547,5650,2.53099166113,45.3290866775,4.73109428717,0.925347059145,98.6695793095
2548,5650,2.53204250479,45.3596844052,4.73029423908,0.925770093519,98.6694218912
2549,5650,2.53309356472,45.3902948354,4.72949396609,0.926193161993,98.6692644246
2550,5650,2.53414484079,45.4209179708,4.72869346823,0.926616264463,98.6691069099
2551,5650,2.53519633287,45.451553814,4.72789274555,0.927039400827,98.6689493468
2552,5650,2.53624804083,45.4822023675,4.72709179809,0.927462570982,98.6687917356
2553,5650,2.53729996452,45.5128636341,4.72629062589,0.927885774824,98.668634076
2554,5650,2.53835210382,45.5435376162,4.72548922899,0.928309012251,98.6684763681
2555,5650,2.53940445859,45.5742243165,4.72468760743,0.92873228316,98.6683186119
2556,5650,2.54045702871,45.6049237376,4.72388576125,0.929155587448,98.6681608072
2557,5650,2.54150981402,45.6356358821,4.72308369048,0.929578925011,98.6680029542
2558,5650,2.54256281442,45.6663607526,4.72228139518,0.930002295746,98.6678450527
2559,5650,2.54361602975,45.6970983518,4.72147887539,0.93042569955,98.6676871028
2560,5650,2.54466945988,45.7278486821,4.72067613113,0.930849136319,98.6675291044
2561,5650,2.54572310468,45.7586117462,4.71987316246,0.93127260595,98.6673710575
2562,5650,2.54677696402,45.7893875467,4.71906996942,0.931696108339,98.667212962
2563,5650,2.54783103777,45.8201760862,4.71826655204,0.932119643383,98.6670548179
2564,5650,2.54888532577,45.8509773672,4.71746291037,0.932543210979,98.6668966253
2565,5650,2.54993982791,45.8817913924,4.71665904445,0.932966811021,98.666738384
2566,5650,2.55099454405,45.9126181644,4.71585495432,0.933390443408,98.6665800941
2567,5650,2.55204947404,45.9434576856,4.71505064003,0.933814108034,98.6664217555
2568,5650,2.55310461777,45.9743099588,4.7142461016,0.934237804795,98.6662633682
2569,5650,2.55415997508,46.0051749865,4.7134413391,0.934661533589,98.6661049322
2570,5650,2.55521554585,46.0360527713,4.71263635255,0.935085294311,98.6659464474
2571,5650,2.55627132994,46.0669433158,4.711831142,0.935509086856,98.6657879138
2572,5650,2.55732732722,46.0978466224,4.71102570749,0.935932911121,98.6656293314
2573,5650,2.55838353754,46.1287626939,4.71022004906,0.936356767001,98.6654707001
2574,5650,2.55943996078,46.1596915328,4.70941416676,0.936780654393,98.66531202
2575,5650,2.56049659679,46.1906331416,4.70860806063,0.937204573191,98.665153291
2576,5650,2.56155344544,46.221587523,4.7078017307,0.937628523291,98.6649945131
2577,5650,2.56261050659,46.2525546794,4.70699517703,0.938052504589,98.6648356862
2578,5650,2.56366778012,46.2835346136,4.70618839965,0.938476516981,98.6646768103
2579,5650,2.56472526587,46.3145273279,4.70538139861,0.938900560361,98.6645178855
2580,5650,2.56578296371,46.3455328251,4.70457417395,0.939324634626,98.6643589115
2581,5650,2.56684087352,46.3765511076,4.70376672572,0.939748739669,98.6641998886
2582,5650,2.56789899514,46.407582178,4.70295905394,0.940172875388,98.6640408165
2583,5650,2.56895732844,46.4386260389,4.70215115868,0.940597041676,98.6638816954
2584,5650,2.57001587329,46.4696826929,4.70134303996,0.941021238429,98.6637225251
2585,5650,2.57107462955,46.5007521424,4.70053469784,0.941445465541,98.6635633056
2586,5650,2.57213359707,46.5318343901,4.69972613236,0.941869722909,98.6634040369
2587,5650,2.57319277573,46.5629294385,4.69891734355,0.942294010426,98.663244719
2588,5650,2.57425216538,46.5940372902,4.69810833147,0.942718327988,98.6630853518
2589,5650,2.57531176589,46.6251579476,4.69729909615,0.943142675489,98.6629259354
2590,5650,2.57637157711,46.6562914134,4.69648963765,0.943567052824,98.6627664697
2591,5650,2.57743159892,46.6874376901,4.695679956,0.943991459887,98.6626069546
2592,5650,2.57849183116,46.7185967802,4.69487005124,0.944415896575,98.6624473902
2593,5650,2.57955227371,46.7497686863,4.69405992343,0.944840362779,98.6622877764
2594,5650,2.58061292642,46.780953411,4.6932495726,0.945264858397,98.6621281132
2595,5650,2.58167378916,46.8121509567,4.69243899879,0.945689383321,98.6619684005
2596,5650,2.58273486178,46.843361326,4.69162820206,0.946113937446,98.6618086384
2597,5650,2.58379614415,46.8745845214,4.69081718245,0.946538520666,98.6616488267
2598,5650,2.58485763612,46.9058205455,4.69000593999,0.946963132876,98.6614889656
2599,5650,2.58591933757,46.9370694008,4.68919447474,0.94738777397,98.6613290549
2600,5650,2.58698124834,46.9683310898,4.68838278674,0.947812443841,98.6611690946
2601,5650,2.5880433683,46.9996056151,4.68757087603,0.948237142385,98.6610090847
2602,5650,2.58910569731,47.0308929792,4.68675874266,0.948661869494,98.6608490252
2603,5650,2.59016823523,47.0621931846,4.68594638667,0.949086625063,98.6606889161
2604,5650,2.59123098192,47.0935062339,4.6851338081,0.949511408986,98.6605287572
2605,5650,2.59229393724,47.1248321295,4.68432100701,0.949936221156,98.6603685486
2606,5650,2.59335710104,47.156170874,4.68350798343,0.950361061468,98.6602082903
2607,5650,2.59442047319,47.1875224699,4.68269473741,0.950785929814,98.6600479823
2608,5650,2.59548405356,47.2188869197,4.68188126899,0.951210826089,98.6598876244
2609,5650,2.59654784198,47.2502642259,4.68106757823,0.951635750185,98.6597272167
2610,5650,2.59761183834,47.2816543912,4.68025366516,0.952060701998,98.6595667592
2611,5650,2.59867604248,47.3130574178,4.67943952983,0.952485681419,98.6594062518
2612,5650,2.59974045426,47.3444733085,4.67862517228,0.952910688342,98.6592456945
2613,5650,2.60080507354,47.3759020656,4.67781059257,0.953335722662,98.6590850872
2614,5650,2.60186990019,47.4073436917,4.67699579073,0.95376078427,98.6589244301
2615,5650,2.60293493405,47.4387981893,4.67618076681,0.95418587306,98.6587637229
2616,5650,2.604000175,47.4702655609,4.67536552086,0.954610988925,98.6586029657
2617,5650,2.60506562287,47.501745809,4.67455005292,0.955036131758,98.6584421585
2618,5650,2.60613127755,47.5332389361,4.67373436304,0.955461301453,98.6582813012
2619,5650,2.60719713887,47.5647449447,4.67291845126,0.955886497902,98.6581203938
2620,5650,2.6082632067,47.5962638373,4.67210231764,0.956311720998,98.6579594363
2621,5650,2.60932948091,47.6277956164,4.67128596221,0.956736970634,98.6577984287
2622,5650,2.61039596133,47.6593402844,4.67046938502,0.957162246703,98.6576373709
2623,5650,2.61146264784,47.690897844,4.66965258611,0.957587549097,98.6574762629
2624,5650,2.61252954029,47.7224682975,4.66883556554,0.958012877709,98.6573151047
2625,5650,2.61359663853,47.7540516475,4.66801832336,0.958438232432,98.6571538962
2626,5650,2.61466394243,47.7856478964,4.66720085959,0.958863613158,98.6569926374
2627,5650,2.61573145184,47.8172570467,4.6663831743,0.959289019779,98.6568313283
2628,5650,2.61679916662,47.8488791009,4.66556526753,0.959714452189,98.6566699689
2629,5650,2.61786708662,47.8805140616,4.66474713933,0.960139910279,98.6565085592
2630,5650,2.61893521169,47.9121619311,4.66392878974,0.960565393941,98.656347099
2631,5650,2.62000354171,47.9438227119,4.6631102188,0.960990903068,98.6561855885
2632,5650,2.62107207652,47.9754964066,4.66229142658,0.961416437553,98.6560240274
2633,5650,2.62214081598,48.0071830175,4.6614724131,0.961841997286,98.655862416
2634,5650,2.62320975994,48.0388825473,4.66065317843,0.962267582161,98.655700754
2635,5650,2.62427890826,48.0705949983,4.6598337226,0.962693192069,98.6555390415
2636,5650,2.6253482608,48.1023203729,4.65901404567,0.963118826901,98.6553772785
2637,5650,2.62641781741,48.1340586738,4.65819414768,0.963544486551,98.6552154648
2638,5650,2.62748757795,48.1658099033,4.65737402868,0.96397017091,98.6550536006
2639,5650,2.62855754226,48.1975740639,4.65655368871,0.964395879869,98.6548916858
2640,5650,2.62962771022,48.2293511581,4.65573312783,0.96482161332,98.6547297202
2641,5650,2.63069808167,48.2611411884,4.65491234608,0.965247371155,98.6545677041
2642,5650,2.63176865646,48.2929441571,4.6540913435,0.965673153266,98.6544056371
2643,5650,2.63283943446,48.3247600667,4.65327012016,0.966098959543,98.6542435195
2644,5650,2.63391041551,48.3565889198,4.65244867609,0.966524789879,98.6540813511
2645,5650,2.63498159948,48.3884307187,4.65162701134,0.966950644165,98.6539191319
2646,5650,2.63605298621,48.4202854659,4.65080512596,0.967376522291,98.6537568619
2647,5650,2.63712457556,48.4521531639,4.64998301999,0.96780242415,98.653594541
2648,5650,2.63819636738,48.484033815,4.6491606935,0.968228349633,98.6534321693
2649,5650,2.63926836153,48.5159274219,4.64833814652,0.96865429863,98.6532697466
2650,5650,2.64034055786,48.5478339868,4.6475153791,0.969080271033,98.6531072731
2651,5650,2.64141295622,48.5797535122,4.64669239129,0.969506266733,98.6529447486
2652,5650,2.64248555648,48.6116860007,4.64586918314,0.969932285621,98.6527821731
2653,5650,2.64355835847,48.6436314545,4.6450457547,0.970358327587,98.6526195466
2654,5650,2.64463136206,48.6755898762,4.64422210602,0.970784392523,98.652456869
2655,5650,2.6457045671,48.7075612682,4.64339823714,0.97121048032,98.6522941404
2656,5650,2.64677797344,48.7395456329,4.64257414812,0.971636590868,98.6521313608
2657,5650,2.64785158093,48.7715429728,4.641749839,0.972062724057,98.65196853
2658,5650,2.64892538943,48.8035532903,4.64092530983,0.972488879779,98.651805648
2659,5650,2.64999939879,48.8355765878,4.64010056066,0.972915057925,98.6516427149
2660,5650,2.65107360885,48.8676128677,4.63927559155,0.973341258383,98.6514797306
2661,5650,2.65214801949,48.8996621325,4.63845040253,0.973767481046,98.6513166951
2662,5650,2.65322263054,48.9317243846,4.63762499366,0.974193725803,98.6511536083
2663,5650,2.65429744185,48.9637996264,4.63679936499,0.974619992545,98.6509904703
2664,5650,2.65537245329,48.9958878603,4.63597351656,0.975046281162,98.6508272809
2665,5650,2.6564476647,49.0279890888,4.63514744843,0.975472591544,98.6506640403
2666,5650,2.65752307593,49.0601033142,4.63432116065,0.975898923582,98.6505007482
2667,5650,2.65859868684,49.0922305391,4.63349465327,0.976325277165,98.6503374048
2668,5650,2.65967449727,49.1243707657,4.63266792633,0.976751652184,98.65017401
2669,5650,2.66075050708,49.1565239965,4.63184097988,0.977178048528,98.6500105637
2670,5650,2.66182671612,49.188690234,4.63101381399,0.977604466088,98.649847066
2671,5650,2.66290312424,49.2208694804,4.63018642868,0.978030904753,98.6496835168
2672,5650,2.6639797313,49.2530617383,4.62935882403,0.978457364413,98.6495199161
2673,5650,2.66505653713,49.28526701,4.62853100006,0.978883844959,98.6493562638
2674,5650,2.66613354159,49.317485298,4.62770295685,0.979310346278,98.64919256
2675,5650,2.66721074454,49.3497166045,4.62687469443,0.979736868263,98.6490288045
2676,5650,2.66828814582,49.3819609321,4.62604621286,0.980163410801,98.6488649975
2677,5650,2.66936574528,49.4142182832,4.62521751218,0.980589973782,98.6487011388
2678,5650,2.67044354277,49.44648866,4.62438859245,0.981016557097,98.6485372284
2679,5650,2.67152153815,49.4787720651,4.62355945373,0.981443160633,98.6483732663
2680,5650,2.67259973126,49.5110685007,4.62273009605,0.981869784281,98.6482092525
2681,5650,2.67367812195,49.5433779694,4.62190051947,0.982296427931,98.6480451869
2682,5650,2.67475671008,49.5757004734,4.62107072404,0.98272309147,98.6478810695
2683,5650,2.67583549549,49.6080360152,4.62024070981,0.983149774789,98.6477169004
2684,5650,2.67691447802,49.6403845971,4.61941047684,0.983576477776,98.6475526793
2685,5650,2.67799365754,49.6727462216,4.61858002516,0.984003200321,98.6473884065
2686,5650,2.67907303389,49.705120891,4.61774935485,0.984429942312,98.6472240817
2687,5650,2.68015260691,49.7375086076,4.61691846594,0.984856703639,98.647059705
2688,5650,2.68123237646,49.769909374,4.61608735849,0.985283484191,98.6468952764
2689,5650,2.68231234239,49.8023231923,4.61525603255,0.985710283856,98.6467307958
2690,5650,2.68339250453,49.8347500651,4.61442448817,0.986137102522,98.6465662632
2691,5650,2.68447286276,49.8671899947,4.6135927254,0.98656394008,98.6464016786
2692,5650,2.6855534169,49.8996429834,4.6127607443,0.986990796417,98.6462370419
2693,5650,2.68663416681,49.9321090336,4.61192854491,0.987417671422,98.6460723532
2694,5650,2.68771511233,49.9645881477,4.61109612729,0.987844564984,98.6459076123
2695,5650,2.68879625332,49.9970803281,4.61026349149,0.988271476992,98.6457428194
2696,5650,2.68987758963,50.0295855771,4.60943063756,0.988698407332,98.6455779742
2697,5650,2.69095912109,50.062103897,4.60859756555,0.989125355895,98.6454130769
2698,5650,2.69204084756,50.0946352902,4.60776427552,0.989552322568,98.6452481274
2699,5650,2.69312276888,50.1271797592,4.60693076752,0.98997930724,98.6450831256
2700,5650,2.6942048849,50.1597373062,4.6060970416,0.990406309798,98.6449180716
2701,5650,2.69528719547,50.1923079335,4.60526309782,0.990833330132,98.6447529652
2702,5650,2.69636970044,50.2248916436,4.60442893622,0.991260368129,98.6445878066
2703,5650,2.69745239965,50.2574884388,4.60359455685,0.991687423677,98.6444225956
2704,5650,2.69853529295,50.2900983214,4.60275995978,0.992114496664,98.6442573323
2705,5650,2.69961838019,50.3227212938,4.60192514505,0.992541586979,98.6440920165
2706,5650,2.7007016612,50.3553573584,4.60109011272,0.992968694508,98.6439266483
2707,5650,2.70178513585,50.3880065173,4.60025486284,0.99339581914,98.6437612277
2708,5650,2.70286880396,50.4206687731,4.59941939546,0.993822960763,98.6435957546
2709,5650,2.7039526654,50.4533441281,4.59858371064,0.994250119265,98.643430229
2710,5650,2.70503672001,50.4860325845,4.59774780842,0.994677294532,98.6432646508
2711,5650,2.70612096762,50.5187341447,4.59691168887,0.995104486453,98.6430990201
2712,5650,2.7072054081,50.551448811,4.59607535203,0.995531694915,98.6429333369
2713,5650,2.70829004127,50.5841765859,4.59523879796,0.995958919806,98.642767601
2714,5650,2.709374867,50.6169174715,4.59440202671,0.996386161013,98.6426018124
2715,5650,2.71045988512,50.6496714703,4.59356503834,0.996813418424,98.6424359713
2716,5650,2.71154509548,50.6824385845,4.5927278329,0.997240691926,98.6422700774
2717,5650,2.71263049792,50.7152188164,4.59189041044,0.997667981405,98.6421041308
2718,5650,2.71371609229,50.7480121685,4.59105277101,0.998095286751,98.6419381314
2719,5650,2.71480187843,50.780818643,4.59021491468,0.998522607848,98.6417720793
2720,5650,2.71588785619,50.8136382422,4.5893768415,0.998949944586,98.6416059744
2721,5650,2.71697402541,50.8464709685,4.58853855151,0.99937729685,98.6414398167
2722,5650,2.71806038594,50.8793168241,4.58770004477,0.999804664528,98.6412736061
2723,5650,2.71914693762,50.9121758114,4.58686132134,1.00023204751,98.6411073427
2724,5650,2.72023368029,50.9450479327,4.58602238128,1.00065944567,98.6409410263
2725,5650,2.72132061381,50.9779331902,4.58518322462,1.00108685891,98.640774657
2726,5650,2.722407738,51.0108315863,4.58434385144,1.00151428712,98.6406082348
2727,5650,2.72349505272,51.0437431234,4.58350426179,1.00194173017,98.6404417596
2728,5650,2.72458255781,51.0766678036,4.58266445571,1.00236918795,98.6402752313
2729,5650,2.72567025312,51.1096056294,4.58182443327,1.00279666036,98.6401086501
2730,5650,2.72675813848,51.1425566029,4.58098419451,1.00322414727,98.6399420157
2731,5650,2.72784621374,51.1755207265,4.5801437395,1.00365164858,98.6397753283
2732,5650,2.72893447874,51.2084980025,4.57930306829,1.00407916417,98.6396085878
2733,5650,2.73002293333,51.2414884332,4.57846218093,1.00450669392,98.6394417941
2734,5650,2.73111157735,51.2744920209,4.57762107748,1.00493423773,98.6392749473
2735,5650,2.73220041063,51.3075087678,4.576779758,1.00536179548,98.6391080473
2736,5650,2.73328943304,51.3405386762,4.57593822253,1.00578936706,98.638941094
2737,5650,2.73437864439,51.3735817485,4.57509647114,1.00621695235,98.6387740875
2738,5650,2.73546804455,51.4066379869,4.57425450388,1.00664455123,98.6386070277
2739,5650,2.73655763334,51.4397073937,4.5734123208,1.0070721636,98.6384399147
2740,5650,2.73764741062,51.4727899712,4.57256992197,1.00749978934,98.6382727483
2741,5650,2.73873737622,51.5058857216,4.57172730743,1.00792742834,98.6381055285
2742,5650,2.73982752999,51.5389946472,4.57088447725,1.00835508048,98.6379382554
2743,5650,2.74091787176,51.5721167504,4.57004143147,1.00878274565,98.6377709289
2744,5650,2.74200840138,51.6052520333,4.56919817016,1.00921042373,98.6376035489
