epoch,train_mse_mg2_L2,validation_mse_mg2_L2
5.000000000000000000e+01,4.178074245513637569e-03,6.918357384930714886e-03
5.100000000000000000e+01,4.080513606960493173e-03,7.255079173383953244e-03
5.200000000000000000e+01,4.003779614901227871e-03,6.737694538168012559e-03
5.300000000000000000e+01,3.902409056012987130e-03,6.244377291260739225e-03
5.400000000000000000e+01,3.832176509158939908e-03,6.671578020412464310e-03
5.500000000000000000e+01,3.781595962654489551e-03,6.073139189529308882e-03
5.600000000000000000e+01,3.732421951163239406e-03,6.155640790402305655e-03
5.700000000000000000e+01,3.698581940964957692e-03,6.457526178467686701e-03
5.800000000000000000e+01,3.628018485820335998e-03,6.343244140990056922e-03
5.900000000000000000e+01,3.602747823470441469e-03,5.844440241598382151e-03
6.000000000000000000e+01,3.438049414904538990e-03,5.855292557574307694e-03
6.100000000000000000e+01,3.358611249166507801e-03,5.694098525677855280e-03
6.200000000000000000e+01,3.321809429852071258e-03,5.803833062935472367e-03
6.300000000000000000e+01,3.234140767195029659e-03,6.046683260324359904e-03
6.400000000000000000e+01,3.218927596310194698e-03,5.519758841362608533e-03
6.500000000000000000e+01,3.161093186990759918e-03,5.549577173685200752e-03
6.600000000000000000e+01,3.108777540216308387e-03,5.628943473730463679e-03
6.700000000000000000e+01,3.070904069965822367e-03,5.296859927241897963e-03
6.800000000000000000e+01,2.961969385025580923e-03,5.153741353367487059e-03
6.900000000000000000e+01,2.886020452230599748e-03,5.209370505551856947e-03
7.000000000000000000e+01,2.834069909978464367e-03,5.353745084012167914e-03
7.100000000000000000e+01,2.787962442776627595e-03,5.154965623135583999e-03
7.200000000000000000e+01,2.726244496296363010e-03,5.309378321152535135e-03
7.300000000000000000e+01,2.733410058678334247e-03,5.097217676006266830e-03
7.400000000000000000e+01,2.608787585513026950e-03,4.627035111278138442e-03
7.500000000000000000e+01,2.543494966882882662e-03,4.884517538957329832e-03
7.600000000000000000e+01,2.556879088320741095e-03,4.832434752662561651e-03
7.700000000000000000e+01,2.429430987897494062e-03,4.491593388173137184e-03
7.800000000000000000e+01,2.424473807440150671e-03,4.429897927222914249e-03
7.900000000000000000e+01,2.403758462868146352e-03,4.757977928102889720e-03
8.000000000000000000e+01,2.514134741218285000e-03,5.206956675972636804e-03
8.100000000000000000e+01,2.320077433739034956e-03,4.483223825833849811e-03
8.200000000000000000e+01,2.264660572922781202e-03,4.081471941278323225e-03
8.300000000000000000e+01,2.255706887126112271e-03,4.221656532075444314e-03
8.400000000000000000e+01,2.091476047813617314e-03,4.208158821521635479e-03
8.500000000000000000e+01,2.016638030197517948e-03,4.046647937303671748e-03
8.600000000000000000e+01,1.957927179946188957e-03,4.018828402646204903e-03
8.700000000000000000e+01,1.926421091600891361e-03,3.720810199644162923e-03
8.800000000000000000e+01,1.919686425191533333e-03,3.722136863785330176e-03
8.900000000000000000e+01,1.815256536503005768e-03,3.921462262699448691e-03
9.000000000000000000e+01,1.836106568662876012e-03,3.700062570791715164e-03
9.100000000000000000e+01,1.759815031393941994e-03,3.810260733903187997e-03
9.200000000000000000e+01,1.662801901090672774e-03,3.898160476870304435e-03
9.300000000000000000e+01,1.616942821155256541e-03,3.506129115765114265e-03
9.400000000000000000e+01,1.570423374237280099e-03,3.332078267877536595e-03
9.500000000000000000e+01,1.531105004866709736e-03,3.308116992865901742e-03
9.600000000000000000e+01,1.535633282828697968e-03,3.515079078170645684e-03
9.700000000000000000e+01,1.488841745808818211e-03,3.647971107007704199e-03
9.800000000000000000e+01,1.447407344441612332e-03,3.395640132799859334e-03
9.900000000000000000e+01,1.415769670962131873e-03,3.386329434770071062e-03
1.000000000000000000e+02,1.350786203242197248e-03,3.448721574142398199e-03
1.010000000000000000e+02,1.295035690172553810e-03,3.265556883266722537e-03
1.020000000000000000e+02,1.240456408091194758e-03,3.149926611888949606e-03
1.030000000000000000e+02,1.219477110378242848e-03,3.240990663290698424e-03
1.040000000000000000e+02,1.237941508656567168e-03,3.313824301505347101e-03
1.050000000000000000e+02,1.157414383350951082e-03,3.112184492245910310e-03
1.060000000000000000e+02,1.093327702874079092e-03,3.037554613757900007e-03
1.070000000000000000e+02,1.076664516835926233e-03,2.708892973170360340e-03
1.080000000000000000e+02,1.048291380700617104e-03,2.782524940395391527e-03
1.090000000000000000e+02,9.910938432519406788e-04,2.825386282835444778e-03
1.100000000000000000e+02,9.727900544666081596e-04,2.718616223831600912e-03
1.110000000000000000e+02,9.354996668215122962e-04,2.903418232963353527e-03
1.120000000000000000e+02,8.976672158556033530e-04,2.897161763218939964e-03
1.130000000000000000e+02,8.777754348124115714e-04,2.869776350951902186e-03
1.140000000000000000e+02,8.397836285131530685e-04,2.672706851312775436e-03
1.150000000000000000e+02,8.652976486477684248e-04,2.625482963137722951e-03
1.160000000000000000e+02,8.781542563568164395e-04,3.034369479349083732e-03
1.170000000000000000e+02,8.135042823055257943e-04,2.779904834500445451e-03
1.180000000000000000e+02,7.466135247857953608e-04,2.500189935595147680e-03
1.190000000000000000e+02,7.202592126653051827e-04,2.819718890646518913e-03
1.200000000000000000e+02,6.853110446524832882e-04,2.736988451985763581e-03
1.210000000000000000e+02,7.150421631826082026e-04,2.537502643484775954e-03
1.220000000000000000e+02,7.199549298600650031e-04,2.660738362291898470e-03
1.230000000000000000e+02,6.530353970265837535e-04,2.405477867715518411e-03
1.240000000000000000e+02,6.727779836072765194e-04,2.222318879189917086e-03
1.250000000000000000e+02,6.558735318187299641e-04,2.084768278270531482e-03
1.260000000000000000e+02,5.788654768409914105e-04,2.291198061592265509e-03
1.270000000000000000e+02,6.274377742528425067e-04,2.373596276379134808e-03
1.280000000000000000e+02,6.834667425916920004e-04,2.463186642179108956e-03
1.290000000000000000e+02,6.023202036972473764e-04,2.381111973776882038e-03
1.300000000000000000e+02,5.779349004375939529e-04,2.153190776810418212e-03
1.310000000000000000e+02,5.206752823658249065e-04,2.303511914685025044e-03
1.320000000000000000e+02,4.917584442937321387e-04,2.124346802565715321e-03
1.330000000000000000e+02,4.632354070445318076e-04,2.296645789339204179e-03
1.340000000000000000e+02,4.575074823881713007e-04,2.231827423974452797e-03
1.350000000000000000e+02,4.183019321041004930e-04,2.087838126036543895e-03
1.360000000000000000e+02,4.368078943832664433e-04,2.372182093560742076e-03
1.370000000000000000e+02,4.394531725353773921e-04,2.056279337300010671e-03
1.380000000000000000e+02,4.190753097033285022e-04,2.182746553101335731e-03
1.390000000000000000e+02,3.832867712498545516e-04,2.095084077482957212e-03
1.400000000000000000e+02,3.829919111146423976e-04,2.215020614879780175e-03
1.410000000000000000e+02,3.776852729770737794e-04,2.107784698667703686e-03
1.420000000000000000e+02,3.785658762001404697e-04,1.960085402185891661e-03
1.430000000000000000e+02,3.861320680418098934e-04,2.279716503682069351e-03
1.440000000000000000e+02,3.660660643453778366e-04,2.109632508019996470e-03
1.450000000000000000e+02,3.772611012210282957e-04,1.938894849489639907e-03
1.460000000000000000e+02,3.626379454402289988e-04,2.235078507301518219e-03
1.470000000000000000e+02,3.527317683918459275e-04,2.206068916976400025e-03
1.480000000000000000e+02,3.429186038094860249e-04,2.298525085581037096e-03
1.490000000000000000e+02,3.538982800879588537e-04,2.197355230206550231e-03
1.500000000000000000e+02,3.538385726520790046e-04,2.069491310529451237e-03
