epoch,train_mse_mg2_L2,validation_mse_mg2_L2
5.000000000000000000e+01,3.682050477426647775e-03,1.192958709281429462e-02
5.100000000000000000e+01,3.472105857543022773e-03,1.081001247207945618e-02
5.200000000000000000e+01,3.409211721509192335e-03,1.020073074649440956e-02
5.300000000000000000e+01,3.251266246751817815e-03,1.161822191964301254e-02
5.400000000000000000e+01,3.199575198282258309e-03,1.039006860321776277e-02
5.500000000000000000e+01,3.226741247641684053e-03,9.600759223082623930e-03
5.600000000000000000e+01,3.338484374614064665e-03,9.650092980785117056e-03
5.700000000000000000e+01,3.092811038184229647e-03,1.024891015019928180e-02
5.800000000000000000e+01,2.921279617214084245e-03,9.851156852687063120e-03
5.900000000000000000e+01,2.945040738174604239e-03,1.045073367430241103e-02
6.000000000000000000e+01,2.884949806409134714e-03,9.525778774029184867e-03
6.100000000000000000e+01,2.866236241342190027e-03,9.865929410374844194e-03
6.200000000000000000e+01,2.709930747277746778e-03,9.998222940382380658e-03
6.300000000000000000e+01,2.637016431865809012e-03,1.003135607359591057e-02
6.400000000000000000e+01,2.784474034027536755e-03,1.020829751711456110e-02
6.500000000000000000e+01,2.566731826777066561e-03,9.313970682874459645e-03
6.600000000000000000e+01,2.666211497101937233e-03,8.863449325345518562e-03
6.700000000000000000e+01,2.616338980113628015e-03,8.860361130887962552e-03
6.800000000000000000e+01,2.565803089733358078e-03,8.919165748278848338e-03
6.900000000000000000e+01,2.500055576344712132e-03,1.069444418276770635e-02
7.000000000000000000e+01,2.462147570357114436e-03,9.899535590716266806e-03
7.100000000000000000e+01,2.494432570015823157e-03,9.454080895192352660e-03
7.200000000000000000e+01,2.498699958202757216e-03,9.191406849663031828e-03
7.300000000000000000e+01,2.204564079523279457e-03,9.469791613431465319e-03
7.400000000000000000e+01,2.112740344650114975e-03,1.167568177412945350e-02
7.500000000000000000e+01,2.236904227585633127e-03,9.710898875123771118e-03
7.600000000000000000e+01,1.937198398108988268e-03,9.373901886297388367e-03
7.700000000000000000e+01,1.788432758812925861e-03,9.402065545385418499e-03
7.800000000000000000e+01,1.752463034774929575e-03,9.269065915681742179e-03
7.900000000000000000e+01,1.686922865357057483e-03,9.158215205379174537e-03
8.000000000000000000e+01,1.678329307648719106e-03,8.841665356349157068e-03
8.100000000000000000e+01,1.679625861907326888e-03,9.510996299210840860e-03
8.200000000000000000e+01,1.637254964011822722e-03,9.300535946099730208e-03
8.300000000000000000e+01,1.640526996160410244e-03,8.659789148661979630e-03
8.400000000000000000e+01,1.580402090405202487e-03,8.621716292714638741e-03
8.500000000000000000e+01,1.592115738207234123e-03,8.616698224649374516e-03
8.600000000000000000e+01,1.474781061642066330e-03,8.421643142156012146e-03
8.700000000000000000e+01,1.477317474995971068e-03,8.949236471574289337e-03
8.800000000000000000e+01,1.444415085937527168e-03,8.725783685711592519e-03
8.900000000000000000e+01,1.420526082014875874e-03,8.659674109947439191e-03
9.000000000000000000e+01,1.421978976263080533e-03,8.576864086313909161e-03
9.100000000000000000e+01,1.371127678692711386e-03,9.142907122640949943e-03
9.200000000000000000e+01,1.357752827761701028e-03,8.353829803361004572e-03
9.300000000000000000e+01,1.361900046682540302e-03,8.906115796169993687e-03
9.400000000000000000e+01,1.392384269650730547e-03,8.917363805655413242e-03
9.500000000000000000e+01,1.343386824404893326e-03,8.309722869322142338e-03
9.600000000000000000e+01,1.294406578903179198e-03,8.972673626235629779e-03
9.700000000000000000e+01,1.237910738748763820e-03,8.079227929046117404e-03
9.800000000000000000e+01,1.191438038593302991e-03,8.422638822064613950e-03
9.900000000000000000e+01,1.166530930655677346e-03,8.157880195690789260e-03
1.000000000000000000e+02,1.167956483553604435e-03,8.029203443199859139e-03
1.010000000000000000e+02,1.154624930166894825e-03,8.701351842854707433e-03
1.020000000000000000e+02,1.152156752366918432e-03,7.644415306330176393e-03
1.030000000000000000e+02,1.175941630885826228e-03,8.898239611076252595e-03
1.040000000000000000e+02,1.107320068285751148e-03,7.726114611340565048e-03
1.050000000000000000e+02,1.086715506884816706e-03,8.672835133918609107e-03
1.060000000000000000e+02,1.085323656037293517e-03,8.807959012989041020e-03
1.070000000000000000e+02,1.057820549878022787e-03,8.086363304486745771e-03
1.080000000000000000e+02,9.530709018532467934e-04,8.498492970320719458e-03
1.090000000000000000e+02,1.031132731245757881e-03,8.947715183745808681e-03
1.100000000000000000e+02,1.050009606213543742e-03,7.870769844595830456e-03
1.110000000000000000e+02,1.011192285904782655e-03,9.819676905138512157e-03
1.120000000000000000e+02,9.727798045314376774e-04,8.106741520225693026e-03
1.130000000000000000e+02,8.945628714402681500e-04,7.704622205982778957e-03
1.140000000000000000e+02,8.474578414151751928e-04,8.195122987809944082e-03
1.150000000000000000e+02,8.212364674247777394e-04,8.420831920875896520e-03
1.160000000000000000e+02,8.136453534877953432e-04,7.981258579632820663e-03
1.170000000000000000e+02,7.936753410261361292e-04,7.745390042160822143e-03
1.180000000000000000e+02,7.998933070644183600e-04,7.882460653960920993e-03
1.190000000000000000e+02,7.626463828075297777e-04,7.718689159830947888e-03
1.200000000000000000e+02,7.681760084075803761e-04,8.388194644190553190e-03
1.210000000000000000e+02,7.828816919132975186e-04,8.108712054068711872e-03
1.220000000000000000e+02,7.625673629325107781e-04,8.044028561679628098e-03
1.230000000000000000e+02,7.389682742605158854e-04,7.758415697299795438e-03
1.240000000000000000e+02,7.383437731167005703e-04,7.798108020668198699e-03
1.250000000000000000e+02,7.462541376902721759e-04,7.821291296787106356e-03
1.260000000000000000e+02,7.427200933886786167e-04,7.708950537617332600e-03
1.270000000000000000e+02,7.273853041975565648e-04,8.028527590751939266e-03
