epoch,train_mse_mg2_L2,validation_mse_mg2_L2
7.400000000000000000e+01,2.269316998527074348e-03,5.159329656440167673e-03
7.500000000000000000e+01,2.239939853433643019e-03,4.826728435736172586e-03
7.600000000000000000e+01,2.179021084727187675e-03,4.540032124842250522e-03
7.700000000000000000e+01,2.124272493327713715e-03,4.694793409998517832e-03
7.800000000000000000e+01,2.061724333368868557e-03,4.517927832528680250e-03
7.900000000000000000e+01,1.999995876740435531e-03,4.703569078834390731e-03
8.000000000000000000e+01,1.969719552789628292e-03,4.489501865337239273e-03
8.100000000000000000e+01,2.002933152126384984e-03,4.080229820675212137e-03
8.200000000000000000e+01,1.891122412212721494e-03,4.068598762021767394e-03
8.300000000000000000e+01,1.806560234865080099e-03,4.121601362176324432e-03
8.400000000000000000e+01,1.756656353834568952e-03,4.027323168758859505e-03
8.500000000000000000e+01,1.730984233084643465e-03,4.150559383422510601e-03
8.600000000000000000e+01,1.683286807509141135e-03,4.009030029720943820e-03
8.700000000000000000e+01,1.629527234342163918e-03,4.000908395645750605e-03
8.800000000000000000e+01,1.596880316374371320e-03,3.997150794875141064e-03
8.900000000000000000e+01,1.551645089842260952e-03,3.854033708570315034e-03
9.000000000000000000e+01,1.486461647875042796e-03,3.646891875274102524e-03
9.100000000000000000e+01,1.438924406294024962e-03,3.678664378174285182e-03
9.200000000000000000e+01,1.442918005735408524e-03,3.803185109174207160e-03
9.300000000000000000e+01,1.443839277011344782e-03,4.067986627137719358e-03
9.400000000000000000e+01,1.368205905524032002e-03,3.900971735456866887e-03
9.500000000000000000e+01,1.305458749629431888e-03,3.566237587896870821e-03
9.600000000000000000e+01,1.218667311893660739e-03,3.358498991268984556e-03
9.700000000000000000e+01,1.158305995370699374e-03,3.329285851839045018e-03
9.800000000000000000e+01,1.144223527578923675e-03,3.413341714999647454e-03
9.900000000000000000e+01,1.129049078733443835e-03,3.795971388402126414e-03
1.000000000000000000e+02,1.099500521398828843e-03,3.568897858170600249e-03
1.010000000000000000e+02,1.155070500254040244e-03,3.428006175964283010e-03
1.020000000000000000e+02,9.845695892048227614e-04,3.221596722760204732e-03
1.030000000000000000e+02,9.231804687527527670e-04,3.183523866812863843e-03
1.040000000000000000e+02,9.039520683606828587e-04,3.305144828835942031e-03
1.050000000000000000e+02,9.214180768298070763e-04,3.463004969365121154e-03
1.060000000000000000e+02,9.079511507021230301e-04,3.062844784265078991e-03
1.070000000000000000e+02,8.382903024140063789e-04,3.050332588561043869e-03
1.080000000000000000e+02,7.606140936076651905e-04,3.160755126751521506e-03
1.090000000000000000e+02,7.555329088136916770e-04,3.180403689609239987e-03
1.100000000000000000e+02,7.363150760846801958e-04,3.028321517274773413e-03
1.110000000000000000e+02,7.049887167453533152e-04,3.008784026279368896e-03
1.120000000000000000e+02,6.418105705090480263e-04,2.935270320836310017e-03
1.130000000000000000e+02,6.416400935828248282e-04,2.919413572849646234e-03
1.140000000000000000e+02,6.182323670013183592e-04,3.030815675611559391e-03
1.150000000000000000e+02,5.967093592548263631e-04,3.116073247068225707e-03
1.160000000000000000e+02,5.998798100563621514e-04,3.063292542710033175e-03
1.170000000000000000e+02,5.973192108535775634e-04,2.890502905901901759e-03
1.180000000000000000e+02,6.000614688823342584e-04,2.695622860762989480e-03
1.190000000000000000e+02,5.191470304892679792e-04,2.728536081606268773e-03
1.200000000000000000e+02,4.852245023380153972e-04,2.695011965520261593e-03
1.210000000000000000e+02,4.773529279282315470e-04,2.687484119637573686e-03
1.220000000000000000e+02,4.453629112520735641e-04,2.601908704146338892e-03
1.230000000000000000e+02,4.662419861978532500e-04,2.713147174253950199e-03
1.240000000000000000e+02,6.112020478122190620e-04,3.058759174401072881e-03
1.250000000000000000e+02,6.586477664511877252e-04,3.701842199871382359e-03
1.260000000000000000e+02,9.343903754610804156e-04,2.972585508008579458e-03
1.270000000000000000e+02,4.851430193738681240e-04,2.490011240712766000e-03
1.280000000000000000e+02,4.392433093565781916e-04,2.558034078890933111e-03
1.290000000000000000e+02,3.942546089537168484e-04,2.665862543654194759e-03
1.300000000000000000e+02,5.411066901645588236e-04,3.301614330355242752e-03
1.310000000000000000e+02,4.674786389776266278e-04,2.749730973047141702e-03
1.320000000000000000e+02,4.057193331490176191e-04,2.587579442194758682e-03
1.330000000000000000e+02,4.585665911694007451e-04,2.597818879501843318e-03
1.340000000000000000e+02,5.100265797103748769e-04,2.612817299838213637e-03
1.350000000000000000e+02,5.035210420136081340e-04,2.568265334565303110e-03
1.360000000000000000e+02,3.486379216138226411e-04,2.517116246113113194e-03
1.370000000000000000e+02,3.037473773508689670e-04,2.375578958707095199e-03
1.380000000000000000e+02,3.026380681217333908e-04,2.446069922754318636e-03
1.390000000000000000e+02,3.040327358028788911e-04,2.514093504717278618e-03
1.400000000000000000e+02,2.852252875894023868e-04,2.442890242767312408e-03
1.410000000000000000e+02,2.879317248699710726e-04,2.295485485063244232e-03
1.420000000000000000e+02,2.842826851296047013e-04,2.576529279464086133e-03
1.430000000000000000e+02,2.807043951256191824e-04,2.371063937089678067e-03
1.440000000000000000e+02,2.757715049373934513e-04,2.483538577522062269e-03
1.450000000000000000e+02,2.750897467432948120e-04,2.444602683287410306e-03
1.460000000000000000e+02,2.779735825599912303e-04,2.353327644932917077e-03
1.470000000000000000e+02,2.705855253612831756e-04,2.429922602842136611e-03
1.480000000000000000e+02,2.644334695722583089e-04,2.399967909974291911e-03
1.490000000000000000e+02,2.685036668417116923e-04,2.324798539583613349e-03
1.500000000000000000e+02,2.793468217565993231e-04,2.540113576033950233e-03
