epoch,train_mse_mg2_L2,validation_mse_mg2_L2
7.400000000000000000e+01,2.298620126982528142e-03,3.519985826445331221e-03
7.500000000000000000e+01,2.197177875504586174e-03,3.527878622732765878e-03
7.600000000000000000e+01,2.157449717567669432e-03,3.776486706126974072e-03
7.700000000000000000e+01,2.116378234040162606e-03,3.365723125028157250e-03
7.800000000000000000e+01,2.120980923985197990e-03,3.452467026428067062e-03
7.900000000000000000e+01,2.180674461363938006e-03,4.000884594532396962e-03
8.000000000000000000e+01,2.090324546107826236e-03,4.163945278329213469e-03
8.100000000000000000e+01,1.927930330339096363e-03,3.412688919880287487e-03
8.200000000000000000e+01,1.853561630875781617e-03,3.090051192325441072e-03
8.300000000000000000e+01,1.832090030273093688e-03,3.164031746689788867e-03
8.400000000000000000e+01,1.740364874804755865e-03,3.255384882447471488e-03
8.500000000000000000e+01,1.734848900894346308e-03,3.069133484683825124e-03
8.600000000000000000e+01,1.701945707744235243e-03,2.955721923341429486e-03
8.700000000000000000e+01,1.615869851285514549e-03,3.035562758084168686e-03
8.800000000000000000e+01,1.563116082881383425e-03,2.957462379755369623e-03
8.900000000000000000e+01,1.563994889182932337e-03,2.695716825575081299e-03
9.000000000000000000e+01,1.498247985563801220e-03,2.654553543815807957e-03
9.100000000000000000e+01,1.426143026386028721e-03,2.557461364600875989e-03
9.200000000000000000e+01,1.404673935219419431e-03,2.837471298140445755e-03
9.300000000000000000e+01,1.363919696008112368e-03,2.684717240210284048e-03
9.400000000000000000e+01,1.308570662557585838e-03,2.645191276707088094e-03
9.500000000000000000e+01,1.245295852776530593e-03,2.487351466295564719e-03
9.600000000000000000e+01,1.210448358157252590e-03,2.744742160517041167e-03
9.700000000000000000e+01,1.174030632213214458e-03,2.439563789247962619e-03
9.800000000000000000e+01,1.141558129545624210e-03,2.513671778740054520e-03
9.900000000000000000e+01,1.115986428677008622e-03,2.372290934068679597e-03
1.000000000000000000e+02,1.092484700987606189e-03,2.472826093087085800e-03
1.010000000000000000e+02,1.097756600689955104e-03,2.375670940093073998e-03
1.020000000000000000e+02,1.017928811776121342e-03,2.145821357088486397e-03
1.030000000000000000e+02,9.519492961639678102e-04,2.136769248238148088e-03
1.040000000000000000e+02,9.108377359260048760e-04,2.232260058795296556e-03
1.050000000000000000e+02,8.733075731712835804e-04,2.206332464721131887e-03
1.060000000000000000e+02,8.410636899582285379e-04,2.096509912929762041e-03
1.070000000000000000e+02,8.340554899907448062e-04,2.143952225905481138e-03
1.080000000000000000e+02,7.806544668822009607e-04,2.048161794041174991e-03
1.090000000000000000e+02,7.698129469537036374e-04,2.075090274517487655e-03
1.100000000000000000e+02,7.464545257097262047e-04,2.028523024349888383e-03
1.110000000000000000e+02,7.016964393554528693e-04,2.236837062478737228e-03
1.120000000000000000e+02,7.216733150745310681e-04,2.169673295735655583e-03
1.130000000000000000e+02,6.874036904247301421e-04,2.147155707005840575e-03
1.140000000000000000e+02,6.381668821662468596e-04,1.803976007093612693e-03
1.150000000000000000e+02,6.185998352180981921e-04,1.785910714130398841e-03
1.160000000000000000e+02,6.094829539919713064e-04,1.762310174743020839e-03
1.170000000000000000e+02,5.836052286778998111e-04,1.974173429936508344e-03
1.180000000000000000e+02,5.987445158232409040e-04,2.155732041517382461e-03
1.190000000000000000e+02,6.031843827896118471e-04,1.669990862540163528e-03
1.200000000000000000e+02,6.082416894114474511e-04,1.709263319393323132e-03
1.210000000000000000e+02,5.889524611599349004e-04,1.754070030957590592e-03
1.220000000000000000e+02,5.303292161373643647e-04,2.071569073346691669e-03
1.230000000000000000e+02,5.348786054143989761e-04,1.982479274711923447e-03
1.240000000000000000e+02,4.738716370655878950e-04,1.744294467432625775e-03
1.250000000000000000e+02,4.356924212889434029e-04,1.702540000727620437e-03
1.260000000000000000e+02,4.402985822296765720e-04,1.594284727457721080e-03
1.270000000000000000e+02,4.290873671971984628e-04,1.618913301392164951e-03
1.280000000000000000e+02,4.443615488164908388e-04,1.935006218631456654e-03
1.290000000000000000e+02,4.614671999753196881e-04,1.869746045100089283e-03
1.300000000000000000e+02,4.350201305762313518e-04,1.825927203704104775e-03
1.310000000000000000e+02,4.303861717956807042e-04,1.655102894245447098e-03
1.320000000000000000e+02,3.918820985182581399e-04,1.746894986994708540e-03
1.330000000000000000e+02,3.653938906168354784e-04,1.617906216783414905e-03
1.340000000000000000e+02,3.760652600021509653e-04,1.564236193741916922e-03
1.350000000000000000e+02,3.534448614519035848e-04,1.797501856333324306e-03
1.360000000000000000e+02,3.559391990341240837e-04,1.522555113803083365e-03
1.370000000000000000e+02,3.481765664813314697e-04,1.628267138939905887e-03
1.380000000000000000e+02,4.057837506635182711e-04,1.590799475885218764e-03
1.390000000000000000e+02,3.865329242106861499e-04,1.967239000353929526e-03
1.400000000000000000e+02,3.460515909192864821e-04,1.491688912672297024e-03
1.410000000000000000e+02,3.360322963212120312e-04,1.467468552624683845e-03
1.420000000000000000e+02,3.207356607213079046e-04,1.762068568649661094e-03
1.430000000000000000e+02,3.070105524855804274e-04,1.731456370025439033e-03
1.440000000000000000e+02,3.018125934792186666e-04,1.539704807686997825e-03
1.450000000000000000e+02,2.886350780905097297e-04,1.692891004581475794e-03
1.460000000000000000e+02,2.904057204685998005e-04,1.474990448229033559e-03
1.470000000000000000e+02,2.890065650904352374e-04,1.777037113630208082e-03
1.480000000000000000e+02,2.909841869456626629e-04,1.722164142651325634e-03
1.490000000000000000e+02,3.147984812596700045e-04,1.579332421778472306e-03
1.500000000000000000e+02,2.776567789586165081e-04,1.721495604087196034e-03
