epoch,train_mse_mg2_L2,validation_mse_mg2_L2
6.400000000000000000e+01,2.598675893802413969e-03,8.810077312077460587e-03
6.500000000000000000e+01,2.596552861741096684e-03,8.327552382506202278e-03
6.600000000000000000e+01,2.362453216491418144e-03,8.502592712095779701e-03
6.700000000000000000e+01,2.283362856136915420e-03,8.224411249503902829e-03
6.800000000000000000e+01,2.376850689985855573e-03,7.823885618142586637e-03
6.900000000000000000e+01,2.191436478962415901e-03,8.468379603363855243e-03
7.000000000000000000e+01,2.090743996058914110e-03,8.071265464916472718e-03
7.100000000000000000e+01,2.067099161271812070e-03,7.806113624315796050e-03
7.200000000000000000e+01,2.005263980460038429e-03,8.134892782900516456e-03
7.300000000000000000e+01,1.986534405034561749e-03,7.850946988168454321e-03
7.400000000000000000e+01,1.963314805191376539e-03,7.824428581040952790e-03
7.500000000000000000e+01,1.821339954552669491e-03,8.015051697885369753e-03
7.600000000000000000e+01,1.770156612912245856e-03,8.143630270783719025e-03
7.700000000000000000e+01,1.690931843051578752e-03,7.580204861068983585e-03
7.800000000000000000e+01,1.925306044284274057e-03,7.711538908694475121e-03
7.900000000000000000e+01,1.870699726854188573e-03,8.434378721225994913e-03
8.000000000000000000e+01,1.853686674947609527e-03,7.662460021247471074e-03
8.100000000000000000e+01,1.600363834682613003e-03,6.940191931292950811e-03
8.200000000000000000e+01,1.582122450111429291e-03,7.621422439118093542e-03
8.300000000000000000e+01,1.456350075606107665e-03,7.852025971973791707e-03
8.400000000000000000e+01,1.414941172879108236e-03,7.398650464268598931e-03
8.500000000000000000e+01,1.469774043136464316e-03,7.995661724207101667e-03
8.600000000000000000e+01,1.366022346579250481e-03,7.683917220791755716e-03
8.700000000000000000e+01,1.208338075416038639e-03,7.531060520560258972e-03
8.800000000000000000e+01,1.267041417461424154e-03,8.159806102446272302e-03
8.900000000000000000e+01,1.526866637688202360e-03,6.853089773551424881e-03
9.000000000000000000e+01,1.197364732476239842e-03,7.435917553357634241e-03
9.100000000000000000e+01,1.122829809396583929e-03,6.900390023631818893e-03
9.200000000000000000e+01,1.133600711091191805e-03,7.717096964518935752e-03
9.300000000000000000e+01,1.052020020769674907e-03,7.084527832944062867e-03
9.400000000000000000e+01,1.001201888071804420e-03,6.948735539273632848e-03
9.500000000000000000e+01,1.064347880134165194e-03,6.933907445654695009e-03
9.600000000000000000e+01,1.013974050520667029e-03,7.196582482897072135e-03
9.700000000000000000e+01,1.000126035198396768e-03,7.290964806185455671e-03
9.800000000000000000e+01,8.874065058567416750e-04,7.554052396059285530e-03
9.900000000000000000e+01,7.513076109167632442e-04,7.040324206882204658e-03
1.000000000000000000e+02,7.147892205135331772e-04,7.003250005982634453e-03
1.010000000000000000e+02,6.692420683965638172e-04,6.843808826913327578e-03
1.020000000000000000e+02,6.277971730747023901e-04,6.829248495819611499e-03
1.030000000000000000e+02,6.163794310062490440e-04,6.739560942140112795e-03
1.040000000000000000e+02,6.595091987887525663e-04,6.748525532313226494e-03
1.050000000000000000e+02,6.229649730319304678e-04,6.613157691830924730e-03
1.060000000000000000e+02,6.062676385049787760e-04,6.707138371331476494e-03
1.070000000000000000e+02,6.096977458618133656e-04,6.673699790496581338e-03
1.080000000000000000e+02,5.913728513454043862e-04,6.065946294731412031e-03
1.090000000000000000e+02,5.796608999534319431e-04,6.295270021887855623e-03
1.100000000000000000e+02,5.738508646947061264e-04,6.512855833309030840e-03
1.110000000000000000e+02,5.534913725652707657e-04,6.451960188938774855e-03
1.120000000000000000e+02,5.621559834987548219e-04,6.421450632615888048e-03
1.130000000000000000e+02,5.548910317571206525e-04,6.287954650527496567e-03
1.140000000000000000e+02,5.239602609486533830e-04,6.298115742503127522e-03
1.150000000000000000e+02,5.593320487420949455e-04,6.393978693384681083e-03
1.160000000000000000e+02,6.182712934139720368e-04,6.499998273533112714e-03
1.170000000000000000e+02,5.358760747061590279e-04,6.264205106253397694e-03
1.180000000000000000e+02,4.565552510702565263e-04,6.363461203357343061e-03
1.190000000000000000e+02,4.464002073716356596e-04,6.496073073255975716e-03
1.200000000000000000e+02,4.280259299005157022e-04,6.390677776476533234e-03
1.210000000000000000e+02,4.459700389903017244e-04,6.289289496301379324e-03
1.220000000000000000e+02,4.382593923597945902e-04,6.372103486787133661e-03
1.230000000000000000e+02,4.169386711825267644e-04,6.165910970814137554e-03
1.240000000000000000e+02,3.961922883929650712e-04,6.154424454338659929e-03
1.250000000000000000e+02,4.162018412247699595e-04,6.077063893949918166e-03
1.260000000000000000e+02,4.157946009030932723e-04,6.425519135429672013e-03
1.270000000000000000e+02,4.217612810361733803e-04,5.998812775236550369e-03
1.280000000000000000e+02,3.860580589421913470e-04,6.170081124216199829e-03
1.290000000000000000e+02,3.937956990416502010e-04,6.104692027987503912e-03
1.300000000000000000e+02,3.798643192365708742e-04,6.026152816631259040e-03
1.310000000000000000e+02,4.045765039068970818e-04,6.043226148609832406e-03
1.320000000000000000e+02,3.931635322239395379e-04,6.034718738155708112e-03
1.330000000000000000e+02,3.828794429806517581e-04,6.087166970711751189e-03
1.340000000000000000e+02,3.859836759957871867e-04,6.249552545845439393e-03
1.350000000000000000e+02,3.804233282308760859e-04,6.093337409348523713e-03
1.360000000000000000e+02,3.767036769573841259e-04,6.082281792196041550e-03
1.370000000000000000e+02,3.465893534664734417e-04,6.078038252027807495e-03
1.380000000000000000e+02,3.783658262900646096e-04,6.055856606095840269e-03
1.390000000000000000e+02,3.601500428249351121e-04,6.087831418459523254e-03
1.400000000000000000e+02,3.636275069929980871e-04,6.036897035884039066e-03
1.410000000000000000e+02,3.905735350947591540e-04,6.020006179107838425e-03
1.420000000000000000e+02,3.711345291350901963e-04,6.076644895183599092e-03
1.430000000000000000e+02,3.582925042426659233e-04,6.005796418579551973e-03
1.440000000000000000e+02,3.679782261589220269e-04,6.095885616046882449e-03
1.450000000000000000e+02,3.564238309451935385e-04,6.127388372995730761e-03
1.460000000000000000e+02,3.641298657749503036e-04,6.029395718325608958e-03
1.470000000000000000e+02,3.689986871675964182e-04,6.015381821125956492e-03
1.480000000000000000e+02,3.557518141262057030e-04,6.084323233522591877e-03
1.490000000000000000e+02,3.446826664562294140e-04,6.090288883413223775e-03
1.500000000000000000e+02,3.505306040275272075e-04,6.051180183178498165e-03
